Id,SalePrice
1639,184763.5920773394
1640,249330.11431067524
1641,184655.4257221832
1642,243684.50134857174
1643,218913.24879568146
1644,239435.64382954472
1645,191225.19595774083
1646,159460.82316828967
1647,159452.06457068204
1648,129651.78082555701
1649,139664.08342456608
1650,114026.00985289643
1651,123158.42600645166
1652,97664.62805087455
1653,100496.95739684842
1654,145906.78251959357
1655,139650.4687610997
1656,143737.99372480105
1657,149882.92736077827
1658,146901.6910685079
1659,127760.31516520452
1660,156849.82693609394
1661,442451.0680551559
1662,406201.5226994133
1663,378309.83071047795
1664,508702.4492985334
1665,315065.56430550816
1666,323480.9285931315
1667,384532.2861237903
1668,338929.32601756277
1669,306245.9085052513
1670,347687.69973352907
1671,261251.19697788163
1672,420551.3125303981
1673,288209.70487069135
1674,241046.41691164943
1675,193158.4397201403
1676,192850.34592892881
1677,220234.40319944615
1678,453030.6684162083
1679,396724.0299861918
1680,336674.14564637875
1681,254291.3203010611
1682,313754.62337210885
1683,180577.7900442889
1684,170646.55380805297
1685,172557.9876864872
1686,167773.69369873905
1687,167242.615609873
1688,185848.78232505845
1689,190534.51487133506
1690,192309.2215616736
1691,182349.07164050103
1692,264799.1393993186
1693,165987.1724878068
1694,183481.14951346975
1695,163451.457547447
1696,270418.5647336201
1697,169531.7504905781
1698,352960.9183061282
1699,315663.3263666113
1700,253124.54567802485
1701,268469.67755131837
1702,243820.29815933746
1703,240740.53122383758
1704,273624.4526311178
1705,233781.45912397068
1706,297025.5157065321
1707,216201.7888758691
1708,206428.6609232165
1709,270924.9741651215
1710,224735.0844575253
1711,276408.01730180543
1712,252458.38763470663
1713,275363.6453168664
1714,228846.1398865818
1715,209881.46396350488
1716,183681.17515407293
1717,174122.73891134665
1718,137167.78925426304
1719,204005.66084581576
1720,240296.07405787325
1721,162130.9638525755
1722,123630.32026947259
1723,154374.43232195303
1724,205519.31656599868
1725,231142.1986783521
1726,185918.86654369178
1727,156431.89643699303
1728,169688.10657135383
1729,168048.74193772208
1730,158084.395673593
1731,117752.012885279
1732,131446.92100733623
1733,112904.06342889139
1734,124211.9835557124
1735,121280.6221040279
1736,109772.4903118046
1737,308930.9875179131
1738,248519.10507740293
1739,242775.22729338752
1740,210529.16068485568
1741,193098.39907680146
1742,171660.12626186735
1743,174015.79217280436
1744,342674.95417854784
1745,218028.33971288978
1746,186659.93056021724
1747,218297.78931461673
1748,215565.52309101788
1749,148743.8593467155
1750,127342.55119197405
1751,242115.91241322222
1752,116528.7466992432
1753,144616.31026951026
1754,191139.7740244649
1755,169917.8401341761
1756,123037.37338994748
1757,119015.55773913537
1758,144991.79619131985
1759,167711.67926181373
1760,162771.78936832913
1761,143959.30610339373
1762,177086.4758682805
1763,182552.32908674193
1764,116649.2437566798
1765,150862.29748541172
1766,183293.75390415575
1767,215810.65475639375
1768,140216.68653023848
1769,171493.58265560836
1770,148235.36428066343
1771,123543.48992408976
1772,134675.87668154572
1773,127167.16629952661
1774,133846.3785008056
1775,137472.49261181275
1776,126081.93153310948
1777,108824.53519935728
1778,136869.4713800259
1779,123831.99565037538
1780,169624.5877148381
1781,127033.73337072767
1782,89353.12148357701
1783,145004.57891929173
1784,106460.31327753581
1785,117609.2747348624
1786,138608.1828409213
1787,159603.71594116028
1788,60161.61035103668
1789,95802.53424348122
1790,78236.40671183713
1791,178900.59485185592
1792,158846.0400096266
1793,133224.29190884094
1794,150195.9666329607
1795,138681.22710565486
1796,129316.64681885629
1797,116029.28481058482
1798,122284.05494477527
1799,108835.24639452901
1800,127863.7169675953
1801,127788.10650127949
1802,135133.96893504873
1803,144624.81397307833
1804,139238.02330022157
1805,134551.95840585968
1806,119964.21550312806
1807,132876.09674267904
1808,122351.15267098637
1809,123609.32299484531
1810,140345.5032636281
1811,104510.01911577258
1812,101997.97262841079
1813,130612.20595204788
1814,94803.45217899562
1815,55503.5956505506
1816,94710.56637997364
1817,112154.88691065586
1818,144409.6951002139
1819,128425.46773813471
1820,51647.43469908145
1821,116047.5587870145
1822,149268.23486527754
1823,42351.19713874781
1824,129055.40348592904
1825,141013.21402797662
1826,110478.8993909529
1827,100883.63128895691
1828,137059.44981102404
1829,117304.38001747677
1830,144338.27044508836
1831,153212.12719805597
1832,73247.28229613116
1833,136896.93012007343
1834,122035.54724096031
1835,128732.393556187
1836,124527.79177350647
1837,84692.94652634236
1838,128788.24256078705
1839,94602.15368060309
1840,151903.01705295438
1841,134397.59904119014
1842,88957.98825296067
1843,135786.8430772929
1844,141029.79907104728
1845,143421.405503419
1846,154567.46035253475
1847,163138.95696691255
1848,53974.701482533215
1849,107815.94799134118
1850,118357.21267275166
1851,152744.3473684635
1852,126335.0554238134
1853,127812.4345545693
1854,167352.89919987702
1855,153293.8134571313
1856,222184.89162655876
1857,140863.0115425622
1858,139633.2146749227
1859,118113.1561794003
1860,150002.6404150824
1861,117990.31055680831
1862,313051.4276065278
1863,293252.12327955425
1864,293325.11182995606
1865,358949.45400869375
1866,338413.8613144975
1867,228060.39078424056
1868,289352.4517931447
1869,203663.96637734352
1870,227703.0971104477
1871,255612.13750434123
1872,173318.50783879004
1873,238953.47268894798
1874,151713.6030222234
1875,199970.2901511739
1876,200492.691489462
1877,209986.53465171505
1878,204252.76711968821
1879,131471.38880876827
1880,131408.83227789667
1881,247154.07128836986
1882,242388.12052516206
1883,186687.0496598836
1884,206362.25480107503
1885,238779.00370065594
1886,289342.9801111546
1887,206786.22307912173
1888,264661.6950815874
1889,168629.40437838502
1890,121364.37417275822
1891,136243.43096255235
1892,100103.57828655704
1893,129208.55498461479
1894,124091.93741679072
1895,139263.3143813678
1896,125490.04404438924
1897,115392.53520978402
1898,110931.96556521124
1899,154476.26632828094
1900,150891.66771698857
1901,177176.95292434632
1902,152710.0131275359
1903,228151.07491960225
1904,148552.32630272533
1905,194641.01099356366
1906,146278.7952965821
1907,208623.42128715056
1908,110918.20062729728
1909,133688.32034785365
1910,120565.54553906462
1911,228349.73645687645
1912,336420.40868021495
1913,138855.24479077786
1914,53220.907656691554
1915,333667.473820552
1916,68792.99130944937
1917,242660.33559398042
1918,141046.9534682593
1919,168518.388535254
1920,153784.37095067254
1921,407653.32116792956
1922,330813.89406503324
1923,226278.59966108217
1924,222990.7493243937
1925,197358.68460321132
1926,385996.1648323438
1927,137967.38193862257
1928,160895.0495870208
1929,121693.2881232635
1930,135341.3253782906
1931,140456.01633391192
1932,141580.5252690814
1933,197202.78615295573
1934,182913.00562023686
1935,173882.54774106664
1936,194517.10990042627
1937,186447.7228798403
1938,169664.97988900312
1939,249622.20001624242
1940,190104.3830659954
1941,171445.15442870485
1942,180972.23175001767
1943,216057.41206154868
1944,383399.13109260047
1945,411110.6316841403
1946,138094.53705418893
1947,236774.9264700489
1948,175067.50125630345
1949,249523.0470392193
1950,182979.1887913769
1951,240312.2790164398
1952,203832.6879366028
1953,166812.90111167508
1954,183272.8341122782
1955,135543.89734352066
1956,295757.1279323065
1957,153663.36563129292
1958,282205.51462650264
1959,142574.96921828875
1960,114804.54490327103
1961,122923.9625153804
1962,97873.36021437863
1963,106268.91038110452
1964,107786.98875270353
1965,144503.27888622932
1966,142917.37962397604
1967,295241.76504453825
1968,425744.17780356936
1969,391988.9150147574
1970,424134.7247111221
1971,476389.0807198743
1972,386127.3315143039
1973,261258.61953523225
1974,337007.9134978559
1975,526056.2606246367
1976,268089.39039719105
1977,348006.87293322186
1978,361259.00588792266
1979,324161.6336190526
1980,207838.52564813316
1981,349479.94452389923
1982,220165.62508104666
1983,203596.60011584742
1984,162537.24392405958
1985,224390.97453670122
1986,208597.5870250053
1987,184633.25485812643
1988,172903.93750098482
1989,189336.79415998983
1990,209430.81789316892
1991,234038.40711828208
1992,216470.17670520785
1993,164855.62209026073
1994,226429.69488162498
1995,183101.53605974547
1996,245747.06240407928
1997,323737.72205842374
1998,323659.6738977026
1999,277741.55540757166
2000,316241.87965614337
2001,277328.3886569034
2002,236698.806070377
2003,250013.43416052102
2004,274637.9333509108
2005,221338.5506501319
2006,225637.5992470071
2007,248248.01664324425
2008,219974.1915812465
2009,200958.47587742098
2010,192099.57363682767
2011,140303.62758769272
2012,172750.87561393325
2013,179236.29586291258
2014,185151.20095322985
2015,203758.70776141633
2016,193013.17424011446
2017,198435.79574254662
2018,119598.70024862562
2019,135978.26484127893
2020,104878.50281481785
2021,102832.71745001207
2022,190485.15202280294
2023,148330.18931671162
2024,260134.76022109337
2025,352586.37244514085
2026,177324.3887183917
2027,158716.09085721744
2028,152095.9156172816
2029,172220.6615673029
2030,266383.2618645611
2031,231070.02335673844
2032,258374.1966568162
2033,256136.54672039082
2034,169955.36843847635
2035,223604.9471482096
2036,192958.52629835767
2037,207338.54498774614
2038,313303.5034341141
2039,226165.46503974881
2040,300029.76784993574
2041,325506.59181236394
2042,204206.55883809394
2043,172812.1410811517
2044,168463.57221887
2045,214340.2638453748
2046,148569.53644667612
2047,146605.40415211185
2048,140700.7127934611
2049,139843.9510068034
2050,175426.02178853916
2051,100722.0906858244
2052,122146.03505625836
2053,149330.75416267762
2054,91673.27104923257
2055,156072.0952104763
2056,146732.29552097782
2057,114378.66526515681
2058,221697.6020849907
2059,130411.21980039073
2060,172372.22615081555
2061,173141.61561490834
2062,131798.1705753841
2063,117760.601824752
2064,140573.5621683731
2065,117119.77971298205
2066,167253.1470283715
2067,105926.838448052
2068,141681.63871272915
2069,85763.33747952952
2070,114705.57172222968
2071,90016.95925486219
2072,138504.06660191296
2073,133905.0751445501
2074,177111.97500680105
2075,152509.80323523068
2076,117770.21600747386
2077,159468.4475912537
2078,127944.59484648169
2079,132052.7750863148
2080,115320.6366547239
2081,124800.38838153087
2082,125142.90883024411
2083,146317.96839219122
2084,108827.45614588159
2085,120945.78908589337
2086,116505.75216064826
2087,121629.68138953166
2088,97666.47036999161
2089,77301.3059840313
2090,127824.68283407546
2091,121473.2216390714
2092,125672.45484257158
2093,121115.26598835953
2094,112815.9867336642
2095,155737.72802449026
2096,80947.20385102199
2097,96804.5924443683
2098,152445.98359438658
2099,56285.88593366469
2100,74522.00973115911
2101,114051.69027759183
2102,120978.08953303551
2103,106489.37778999087
2104,128123.98369662696
2105,128020.2691715286
2106,67627.06485623868
2107,193081.60701714386
2108,119193.44105147265
2109,114769.83962912916
2110,124423.22208013346
2111,134448.1354768812
2112,139204.54226116286
2113,122021.55206976984
2114,120526.4424719953
2115,163657.41240295698
2116,110011.87763197259
2117,155594.75162810876
2118,126508.0722716331
2119,112302.18957090165
2120,113596.93141481651
2121,115813.02027130475
2122,113414.78897688961
2123,82836.102023812
2124,159510.4761831968
2125,124674.72679657036
2126,153781.33003265696
2127,158869.46771622452
2128,120471.12795356754
2129,87676.6128542027
2130,138047.91783914954
2131,139237.26112241516
2132,110520.4476805921
2133,117516.30195212248
2134,120700.40215936382
2135,99146.44298403364
2136,76921.99220423412
2137,106464.03594565374
2138,133047.01793615083
2139,148034.35966944054
2140,140885.21580541623
2141,154465.17810154855
2142,129954.15279223555
2143,143645.5029321898
2144,118360.54899598006
2145,139288.49499051215
2146,172475.46634836117
2147,141210.97128167193
2148,129733.23710699563
2149,140689.54483976561
2150,233288.3489589024
2151,119002.1261071133
2152,166245.086031437
2153,159153.5273331733
2154,105784.47060880052
2155,139158.75023463607
2156,253192.16387588845
2157,227039.24745836423
2158,234579.47978773044
2159,206064.72249176184
2160,178874.12964466523
2161,234981.91901090744
2162,387050.0087303427
2163,354931.71402663353
2164,247690.2232594604
2165,203667.36749334668
2166,155944.3009550436
2167,220616.37950050272
2168,203286.0552638455
2169,195574.80612749414
2170,217025.64574835432
2171,158228.97605590062
2172,134050.49090619961
2173,172241.74679386805
2174,225837.94797005632
2175,285604.06550157303
2176,316675.26565482037
2177,236326.79044685158
2178,209889.54490989432
2179,137016.1433499665
2180,203083.24613992238
2181,191534.19653658464
2182,224573.05662380008
2183,191628.90962562026
2184,123809.55091864907
2185,127919.7776680486
2186,151821.15685725113
2187,149682.4038990663
2188,154057.5576913292
2189,246287.72847671917
2190,81524.73974197046
2191,80452.3927163198
2192,86382.082923407
2193,110152.42091134723
2194,102002.11801475994
2195,112379.97664766962
2196,104981.6452764883
2197,114424.29401744912
2198,154147.3525385616
2199,182183.8539405883
2200,145710.244113018
2201,145235.22018594953
2202,208511.71599834267
2203,142354.24231407695
2204,185256.98009427512
2205,118280.90339544573
2206,142630.19285133202
2207,226891.10514595942
2208,259950.90443966718
2209,242532.56452629235
2210,121394.14330620776
2211,112574.90341420296
2212,119227.65563512518
2213,106431.04313667788
2214,133710.73902830094
2215,101528.0978369286
2216,147735.96476502382
2217,74027.12167563362
2218,73090.88909113518
2219,67261.67630079026
2220,62975.94409787809
2221,334216.13773219544
2222,283630.49234127696
2223,280776.7108288225
2224,206763.93124235285
2225,120619.137332451
2226,179422.99847071175
2227,196479.89434202012
2228,266111.8842690249
2229,250823.31530288263
2230,157260.3050666244
2231,212088.92212651065
2232,179259.1327467693
2233,180388.72560279528
2234,244107.7710469431
2235,212949.5321767659
2236,254049.07999164262
2237,312156.31312151096
2238,198473.43713978137
2239,106593.86535075375
2240,155689.80722889412
2241,151553.71544631323
2242,126116.69220215364
2243,128018.40057299563
2244,105815.59189478183
2245,101290.24207951764
2246,144686.6390779229
2247,109651.45642054465
2248,123284.44768885724
2249,121144.94232787284
2250,131567.17385414126
2251,106873.05074604861
2252,177785.24086335112
2253,154703.75610884555
2254,180449.1441570852
2255,187644.93353546422
2256,175250.72254916155
2257,204147.91611172765
2258,161806.11938054196
2259,175076.45870008064
2260,150537.17413527507
2261,196038.6382592751
2262,213280.66976402208
2263,387000.2042833194
2264,485472.44109286065
2265,169460.9571692458
2266,321396.5009503773
2267,373531.2308886704
2268,475972.5622046603
2269,149916.72994546097
2270,193259.3286601659
2271,217549.75755640387
2272,189289.588496214
2273,163031.52284340112
2274,182387.79781503504
2275,161262.18052484342
2276,188213.7369274489
2277,182478.7884684389
2278,146361.60392887768
2279,130523.22932036301
2280,119736.67278654719
2281,163391.63795620404
2282,182705.1537623354
2283,106341.60769558097
2284,115408.07993721876
2285,145632.66803965624
2286,123367.14285732173
2287,368509.67649816716
2288,276347.8300146775
2289,373608.3323492658
2290,465097.99251965387
2291,332822.1054489593
2292,445002.6011004187
2293,476303.27825803077
2294,422527.9064454147
2295,473378.99135060125
2296,278072.0076352979
2297,349253.2761325134
2298,346851.7206795683
2299,373031.03051605896
2300,325626.8971636822
2301,309835.1153292315
2302,245675.03858954678
2303,238048.63116957445
2304,243615.68697952759
2305,192970.8323413618
2306,187013.6900952443
2307,197696.65257621466
2308,224629.7163326199
2309,287675.005670268
2310,210008.711143766
2311,196992.2677568481
2312,177266.9014935231
2313,171125.94375156966
2314,173627.95969691282
2315,178790.77713901823
2316,188199.320166861
2317,186401.27236306644
2318,178038.0667743231
2319,180757.27262773417
2320,183718.7240703067
2321,238869.16496275744
2322,176050.3974649738
2323,191406.96611298938
2324,175140.28473846556
2325,213559.4381466219
2326,168207.87308221767
2327,201635.77222579008
2328,224372.7037906039
2329,192334.723122552
2330,180820.58365164028
2331,355841.57235594635
2332,408396.6841704791
2333,312643.9593184958
2334,259424.26074417488
2335,280351.2434957326
2336,320446.2177002842
2337,200095.6363576505
2338,267319.36833193054
2339,214102.93827123544
2340,398384.4484813286
2341,208712.50534800874
2342,227416.02969907146
2343,227976.06881847532
2344,212847.95295662415
2345,226866.99681866786
2346,215085.11885273876
2347,203853.14476178313
2348,243962.6475850927
2349,182800.42821360254
2350,314424.76072068774
2351,265076.4343673796
2352,251172.34108509994
2353,234932.75714328614
2354,140475.51820751425
2355,146034.08469488047
2356,151568.45783670855
2357,190819.43150772416
2358,197430.04487677148
2359,132807.31391639647
2360,114520.13880507613
2361,145895.98459530168
2362,264414.2904368138
2363,135304.16741243636
2364,150447.33762475895
2365,215549.03723936537
2366,193596.00772064028
2367,224468.78557235876
2368,219705.41005636996
2369,219903.75839469925
2370,172192.0228431513
2371,166511.34434315652
2372,195480.05594311544
2373,288258.15949593054
2374,320829.37626769475
2375,251480.35550199868
2376,274480.301784181
2377,341974.61776212015
2378,145608.15324552212
2379,198505.81802462612
2380,145120.68108159085
2381,165865.4239904026
2382,204782.12594330724
2383,202968.1337036955
2384,241753.20097426153
2385,162987.27744779846
2386,134279.16199048195
2387,135614.84998683864
2388,99673.01305102484
2389,116362.62596273908
2390,151792.1986249183
2391,144797.38612005243
2392,114291.18036594964
2393,168125.8153856198
2394,143620.74904287327
2395,208725.40607552434
2396,147315.13430771956
2397,223993.94859572215
2398,127310.45541729961
2399,64976.20408801407
2400,63391.22219937923
2401,125285.53017022385
2402,137162.49190958013
2403,141460.4316172738
2404,153187.90343803965
2405,157193.02701313456
2406,138653.70435950928
2407,122419.20324306849
2408,141066.8156742623
2409,122732.57612553435
2410,171011.2881709123
2411,114509.40598897629
2412,157173.0073667505
2413,131179.13377531455
2414,161433.46947917985
2415,130835.28435112935
2416,126205.62307570741
2417,134048.3745116333
2418,133294.3788605108
2419,126119.43628941695
2420,121844.19408250476
2421,178519.3268446154
2422,110705.4595159909
2423,119047.25833313301
2424,159599.18672733207
2425,190091.16971034193
2426,127572.9389309618
2427,133068.46901539384
2428,178825.18882654168
2429,114192.8871404905
2430,132402.31377803418
2431,106825.7352945913
2432,149661.66367338365
2433,146184.54080482392
2434,141013.14695733777
2435,152210.71743143807
2436,108866.98971935078
2437,106551.75113742007
2438,120906.13105133892
2439,100482.4124817607
2440,123604.0773200004
2441,86597.89536579393
2442,95182.25711759379
2443,121696.70952124958
2444,132134.0321830088
2445,88255.92846460504
2446,132993.01538473615
2447,181947.00003966398
2448,134874.69064495305
2449,112185.282993319
2450,151865.85408197215
2451,121753.71931222519
2452,192873.80892255547
2453,96227.95678402374
2454,121827.46838605127
2455,113713.80012417432
2456,132283.5877656159
2457,133916.25036405853
2458,126561.79551475431
2459,110110.34849525313
2460,139674.07323447237
2461,128388.33531582574
2462,136988.88056370747
2463,127521.37037903057
2464,169175.51197485195
2465,138903.39160154658
2466,116313.09428474074
2467,135677.3957092824
2468,81364.18010767158
2469,83914.17897401762
2470,193184.83743573795
2471,213278.33315001818
2472,161811.27807453927
2473,116986.1112502135
2474,77100.91473878795
2475,213452.0611662989
2476,116514.51355653806
2477,126324.60238370167
2478,153238.073737061
2479,103121.4883081704
2480,151483.54018049
2481,119899.34095036078
2482,124386.85911032346
2483,110713.95820783307
2484,121934.74829045031
2485,127806.37718734548
2486,157689.98838367005
2487,165457.03416923387
2488,160857.7439685328
2489,151695.16427994077
2490,144075.8426632211
2491,89016.95896499869
2492,193120.6300452894
2493,155847.84347699073
2494,150258.00478442217
2495,89589.5015177046
2496,235778.5585919377
2497,153138.914581591
2498,109467.89955754756
2499,84875.57673315954
2500,132455.56180883094
2501,136676.5677959987
2502,144175.16507222468
2503,97468.2394766343
2504,221365.01044594156
2505,227109.58620811772
2506,250040.910300817
2507,282810.9404188808
2508,249879.92914479738
2509,215291.42119789543
2510,220580.62436071882
2511,173778.86464125087
2512,207673.18421836453
2513,221245.59123063105
2514,284204.8813553679
2515,156295.97335519182
2516,174347.91942901822
2517,147812.7366275052
2518,155174.43211046982
2519,233870.42701281022
2520,214026.9941751161
2521,184868.34585487898
2522,223728.34150235172
2523,118622.99135589156
2524,135989.00478011562
2525,154294.6833265986
2526,140110.75914889327
2527,115113.7756282521
2528,132682.75219955662
2529,125183.42456205664
2530,128186.53888710286
2531,252546.37911982296
2532,226478.0464942466
2533,192969.94137737263
2534,236313.88779216714
2535,286844.4164403804
2536,239991.6488187756
2537,237536.0220250762
2538,182870.53517447168
2539,185672.6420116751
2540,178238.92777537965
2541,180396.11175452953
2542,162302.27777608583
2543,122766.3537411103
2544,123014.46725925533
2545,133954.27501219412
2546,127962.41473566902
2547,132916.44445572884
2548,150976.93854362235
2549,160663.81913595763
2550,537403.3784376404
2551,145140.4213476301
2552,129287.31188636483
2553,73769.82082576341
2554,98875.81531704759
2555,117069.91060641622
2556,98430.23844305119
2557,106464.76888747275
2558,133718.06419928002
2559,136559.80941869773
2560,150293.62032907782
2561,146770.82582518406
2562,142642.4818874512
2563,154517.26577739953
2564,199930.52466810786
2565,139718.77143097075
2566,166749.37426111396
2567,137967.98575288916
2568,202461.12619144935
2569,226624.36497529075
2570,120508.82384154612
2571,194524.09647158868
2572,162441.09835830345
2573,231872.94286973553
2574,311747.747842517
2575,136372.1784411979
2576,124895.0503726471
2577,156596.76366341198
2578,80033.83622920224
2579,63480.50585029965
2580,95863.45560438662
2581,100339.64265887724
2582,94022.81825260933
2583,285378.0535227325
2584,170129.26991942865
2585,181453.14750337534
2586,215437.34189477246
2587,195193.43760223134
2588,145197.79476849164
2589,147236.40947116626
2590,204259.80953440236
2591,226553.7857588473
2592,212251.57194088658
2593,259161.0954309069
2594,179260.50206731795
2595,198248.30573903705
2596,289298.83161071775
2597,183604.5544454743
2598,283687.34557327547
2599,363728.8161112746
2600,175627.47512421885
2601,138542.00009931411
2602,81107.11460833906
2603,93467.71182706245
2604,87055.81461945681
2605,77426.69599848248
2606,143564.79562014615
2607,190081.6649255359
2608,194094.24121950116
2609,167670.24601291877
2610,107232.59107050065
2611,140296.4598967286
2612,156738.85023817117
2613,129527.39927152645
2614,125595.10984740689
2615,152819.33821501295
2616,143030.57435452394
2617,183480.55728611932
2618,189272.23325049877
2619,197965.92935968735
2620,187832.38433638925
2621,175194.1203954239
2622,181284.62900961292
2623,234104.83627388562
2624,294515.4309160139
2625,295005.8130182893
2626,174447.04228305473
2627,169523.0624418974
2628,519074.8908097325
2629,527681.7466224302
2630,391679.53861480276
2631,497384.31900022546
2632,439411.97715487645
2633,321066.7548493407
2634,436289.09719484474
2635,154052.46871415776
2636,171710.25251268974
2637,175973.52349743445
2638,256014.58358629097
2639,189041.41705015252
2640,151696.91084857224
2641,105166.09970908536
2642,186108.08338537856
2643,103518.85745332988
2644,121106.43510839822
2645,108229.79878432602
2646,95613.42870478767
2647,103098.44104170921
2648,143272.46012687605
2649,150738.43500656143
2650,138248.225478254
2651,141272.4820387573
2652,406505.2950481519
2653,250797.05097782606
2654,254627.39616071625
2655,418083.69161296467
2656,326683.6293350127
2657,349055.6213380965
2658,307278.05083437636
2659,310192.9925442048
2660,363610.41523489123
2661,358382.2583245401
2662,374060.2794906551
2663,278900.22416666604
2664,277323.8220809926
2665,326161.19908311
2666,282982.36580890126
2667,168831.4225519434
2668,176677.5876538334
2669,178246.41925195363
2670,273239.1137802467
2671,183685.94449573342
2672,194402.65842346416
2673,199996.93550738128
2674,195104.7373352768
2675,175972.7386920337
2676,188288.96032119423
2677,195570.8295647531
2678,238862.9043766532
2679,277557.6121575029
2680,288639.23465261294
2681,409912.7436104781
2682,326564.9881701579
2683,520753.54957794596
2684,320167.0608059396
2685,334230.2164175103
2686,248253.78732810146
2687,305039.673724031
2688,211720.31564922177
2689,208397.54621404555
2690,411524.9305190954
2691,191698.32071227417
2692,139250.81095985835
2693,198716.34746494354
2694,135016.54438143925
2695,190526.4956372166
2696,182143.16548134174
2697,187291.06788248516
2698,182676.13871220849
2699,172980.38712366688
2700,158709.9035502271
2701,146970.47868745495
2702,110986.28332936588
2703,124675.68240592195
2704,142041.58683308173
2705,115303.37480649335
2706,109732.68447681179
2707,120263.5626004801
2708,132651.7003905804
2709,105370.63304138751
2710,127341.18964053228
2711,276466.2103201249
2712,392564.85697941115
2713,173126.08032284604
2714,148068.84830868448
2715,169323.53517617504
2716,146107.78642388392
2717,191862.40554306106
2718,220946.19033854012
2719,156721.11758949456
2720,168792.34906902423
2721,134466.58361937266
2722,158726.4187777078
2723,140739.49635809846
2724,127549.24404942231
2725,129550.19626304838
2726,149417.26381788772
2727,176894.60184216368
2728,180532.3236666935
2729,151295.356803081
2730,148104.91846306087
2731,122537.25488637316
2732,132114.71054048074
2733,157126.4107408729
2734,137569.3779932275
